2017-07-28 10:42:31: 	{"query": "打开车灯", "uid": "222"}
2017-07-30 08:40:23: 	{"semantic": {"slots": {"function": "", "part": "仪表", "condition": "", "operate": "切换"}}, "text": "仪表背景光怎么调节", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "", "method": "可切换温度、压力、油耗/里程显示内容的单位。通过方向盘上下按键移动选择光标，按键选择或者取消。选择“返回”选项，按OK按键后，返回上一级菜单。"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-30 08:41:08: 	{"query": "怎么用音响面板关闭音响系统", "uid": "222"}

2017-07-30 08:41:09: 	{"semantic": {"slots": {"function": "", "part": "音响", "condition": "", "operate": "静音"}}, "text": "怎么用音响面板关闭音响系统", "rc": 0, "topic": "manual", "answer": {"state": 0, "result": {}}, "intent": "query", "sc": 1, "data": {"result": {"list": ["方向盘", "音响面板"], "uplist": ["方向盘", "音响面板"], "title": "请选择操作方式"}}}

2017-07-30 08:41:17: 	{"query": "方向盘", "uid": "222"}

2017-07-30 08:41:17: 	{"semantic": {"slots": {"part": "方向盘", "property": "", "operate": ""}}, "text": "方向盘", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "g01.png", "method": "1、向下推开锁止手柄。
2、上、下、前、后移动方向盘，调至合适位置，使方向盘正对驾驶员的前胸，确保能够看到仪表板上所有的仪表和指示灯，然后保持方向盘在该位置。
3、向上推锁止手柄，锁定方向盘。
4、上、下、前、后移动方向盘，确保其已牢固锁止。"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-30 08:41:34: 	{"query": "怎么用音响面板进入音响系统主菜单", "uid": "222"}

2017-07-30 08:41:34: 	{"semantic": {"slots": {"function": "", "part": "音响", "condition": "", "operate": "静音"}}, "text": "怎么用音响面板进入音响系统主菜单", "rc": 0, "topic": "manual", "answer": {"state": 0, "result": {}}, "intent": "query", "sc": 1, "data": {"result": {"list": ["方向盘", "音响面板"], "uplist": ["方向盘", "音响面板"], "title": "请选择操作方式"}}}

2017-07-30 08:41:39: 	{"query": "音响面板", "uid": "222"}

2017-07-30 08:41:39: 	{"semantic": {"slots": {"function": "", "part": "音响", "condition": "音响面板", "operate": "静音"}}, "text": "音响面板", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "a989", "method": "1、短按此键10，媒体源静音、CarLife媒体静音。
2、长按此键10，媒体源静音、Carlife媒体静音、导航静音。
3、静音后再按下解除静音"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-30 08:41:50: 	{"query": "音响怎么静音", "uid": "222"}

2017-07-30 08:41:50: 	{"semantic": {"slots": {"function": "", "part": "音响", "condition": "", "operate": "静音"}}, "text": "音响怎么静音", "rc": 0, "topic": "manual", "answer": {"state": 0, "result": {}}, "intent": "query", "sc": 1, "data": {"result": {"list": ["方向盘", "音响面板"], "uplist": ["方向盘", "音响面板"], "title": "请选择操作方式"}}}

2017-07-30 08:41:55: 	{"query": "音响面板", "uid": "222"}

2017-07-30 08:41:55: 	{"semantic": {"slots": {"function": "", "part": "音响", "condition": "音响面板", "operate": "静音"}}, "text": "音响面板", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "a989", "method": "1、短按此键10，媒体源静音、CarLife媒体静音。
2、长按此键10，媒体源静音、Carlife媒体静音、导航静音。
3、静音后再按下解除静音"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-30 08:42:02: 	{"query": "怎么用音响面板静音", "uid": "222"}

2017-07-30 08:42:02: 	{"semantic": {"slots": {"function": "", "part": "音响", "condition": "音响面板", "operate": "静音"}}, "text": "怎么用音响面板静音", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "a989", "method": "1、短按此键10，媒体源静音、CarLife媒体静音。
2、长按此键10，媒体源静音、Carlife媒体静音、导航静音。
3、静音后再按下解除静音"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-30 08:42:10: 	{"query": "音响怎么开", "uid": "222"}

2017-07-30 08:42:10: 	{"semantic": {"slots": {"function": "", "part": "音响", "condition": "", "operate": "静音"}}, "text": "音响怎么开", "rc": 0, "topic": "manual", "answer": {"state": 0, "result": {}}, "intent": "query", "sc": 1, "data": {"result": {"list": ["方向盘", "音响面板"], "uplist": ["方向盘", "音响面板"], "title": "请选择操作方式"}}}

2017-07-30 08:42:21: 	{"query": "音响面板", "uid": "222"}

2017-07-30 08:42:21: 	{"semantic": {"slots": {"function": "", "part": "音响", "condition": "音响面板", "operate": "静音"}}, "text": "音响面板", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "a989", "method": "1、短按此键10，媒体源静音、CarLife媒体静音。
2、长按此键10，媒体源静音、Carlife媒体静音、导航静音。
3、静音后再按下解除静音"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-30 08:42:33: 	{"query": "怎么用音响面板打开音响系统", "uid": "222"}

2017-07-30 08:42:33: 	{"semantic": {"slots": {"function": "", "part": "音响", "condition": "音响面板", "operate": "静音"}}, "text": "怎么用音响面板打开音响系统", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "a989", "method": "1、短按此键10，媒体源静音、CarLife媒体静音。
2、长按此键10，媒体源静音、Carlife媒体静音、导航静音。
3、静音后再按下解除静音"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-30 08:42:42: 	{"query": "怎么调节音量", "uid": "222"}

2017-07-30 08:42:42: 	{"semantic": {"slots": {}}, "text": "", "rc": 4, "topic": "", "answer": {"state": 0, "result": {}}, "intent": "", "error": "none auto", "sc": 0, "data": {"result": {"list": ["怎么调节安全带高度", "怎么调节空调温度", "如何提高巡航车速", "节气门多长时间需要清洗", "车辆使用多长时间需要换刹车片", "机油机滤（小保养）的作用", "汽滤有什么作用", "不按周期更换空滤有什么隐患", "座椅通风失灵怎么回事", "踩油门变速箱明显抖动", "急刹车有咔咔的响", "人保车险的客服电话是多少", "太平洋车险购买车险的电话是多少", "平安车险保费计算网址是什么", "交强险投保金额是多少", "什么是车损险", "车损险赔付限额是否累加计算", "车身划痕险免赔率是多少"]}}}

2017-07-30 08:42:51: 	{"query": "怎么用方向盘调节音量", "uid": "222"}

2017-07-30 08:42:51: 	{"semantic": {"slots": {"part": "方向盘", "property": "", "operate": "调节"}}, "text": "怎么用方向盘调节音量", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "g01.png", "method": "1、向下推开锁止手柄。
2、上、下、前、后移动方向盘，调至合适位置，使方向盘正对驾驶员的前胸，确保能够看到仪表板上所有的仪表和指示灯，然后保持方向盘在该位置。
3、向上推锁止手柄，锁定方向盘。
4、上、下、前、后移动方向盘，确保其已牢固锁止。"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-30 08:43:05: 	{"query": "怎么改变音效", "uid": "222"}

2017-07-30 08:43:05: 	{"semantic": {"slots": {"part": "音效", "operate": "切换"}}, "text": "怎么改变音效", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "a986", "method": "1、短按如图软按键可以切换预置音效，系统支持五种预置音效和自定义音效
2、自定义音效可以自行调节高中低音（请参考音效设置功能）。"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-30 08:43:13: 	{"query": "怎么用音响面板切换音源", "uid": "222"}

2017-07-30 08:43:13: 	{"semantic": {"slots": {"function": "", "part": "音响", "condition": "", "operate": "静音"}}, "text": "怎么用音响面板切换音源", "rc": 0, "topic": "manual", "answer": {"state": 0, "result": {}}, "intent": "query", "sc": 1, "data": {"result": {"list": ["方向盘", "音响面板"], "uplist": ["方向盘", "音响面板"], "title": "请选择操作方式"}}}

2017-07-30 08:43:20: 	{"query": "方向盘", "uid": "222"}

2017-07-30 08:43:20: 	{"semantic": {"slots": {"part": "方向盘", "property": "", "operate": ""}}, "text": "方向盘", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "g01.png", "method": "1、向下推开锁止手柄。
2、上、下、前、后移动方向盘，调至合适位置，使方向盘正对驾驶员的前胸，确保能够看到仪表板上所有的仪表和指示灯，然后保持方向盘在该位置。
3、向上推锁止手柄，锁定方向盘。
4、上、下、前、后移动方向盘，确保其已牢固锁止。"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-30 08:43:30: 	{"query": "迎宾灯怎么关", "uid": "222"}

2017-07-30 08:43:30: 	{"semantic": {"slots": {"part": "迎宾照明灯", "operate": "关闭"}}, "text": "迎宾灯怎么关", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "g06.png", "method": "当启动开关在“OFF”或“ACC”挡位时，若解锁或打开车门，点亮迎宾照明灯。–若将启动开关切换到“ON”挡位或点亮一段时间后（车门持续打开30分钟）后，迎宾照明灯关闭。"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-30 08:43:38: 	{"query": "迎宾灯怎么开", "uid": "222"}

2017-07-30 08:43:38: 	{"semantic": {"slots": {"part": "迎宾照明灯", "operate": "开启"}}, "text": "迎宾灯怎么开", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "g06.png", "method": "当启动开关在“OFF”或“ACC”挡位时，若解锁或打开车门，点亮迎宾照明灯。–若将启动开关切换到“ON”挡位或点亮一段时间后（车门持续打开30分钟）后，迎宾照明灯关闭。"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-30 08:43:44: 	{"query": "怎么打开油箱盖", "uid": "222"}

2017-07-30 08:43:44: 	{"semantic": {"slots": {"part": "油箱盖", "operate": "打开"}}, "text": "怎么打开油箱盖", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "a963、a963-2、a963-3、a963-4", "method": "1、启动开关在“ACC”挡位时，长按（大于1.5秒）油箱盖板开启按键，油箱盖板将向外弹起。
2、在行李箱右侧装置一个油箱盖紧急拉手。遇到特殊情况可从内部开启油箱盖：
3、在箭头处撬开装饰盖。拉拉手1开启油箱盖。
4、完全打开油箱盖板，沿箭头-方向逆时针缓慢旋出加油口盖，完全拧出时将加油口盖停留在原位片刻，使燃油箱释放内部的燃油蒸汽压力，然后取出。将加油口盖挂在油箱盖板内侧（箭头），开始添加燃油。"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-30 08:43:53: 	{"query": "怎么更换雨刮", "uid": "222"}

2017-07-30 08:43:53: 	{"semantic": {"slots": {"function": "", "position": "", "part": "雨刮", "category": "", "operate": "调节"}}, "text": "怎么更换雨刮", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "g25.png", "method": "上/下转动旋钮，可调节自动刮水的灵敏度，共4级，从上往下灵敏度依次增高，对雨滴的感应逐渐灵敏。同样雨量的情况下，灵敏度越高，刮水的速度和频率也越快。"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-30 08:44:05: 	{"query": "怎么关闭雨刷", "uid": "222"}

2017-07-30 08:44:05: 	{"semantic": {"slots": {"function": "", "position": "", "part": "雨刮", "category": "", "operate": "关闭"}}, "text": "怎么关闭雨刷", "rc": 0, "topic": "manual", "answer": {"state": 0, "result": {}}, "intent": "query", "sc": 1, "data": {"result": {"list": ["前雨刷快刮水模式", "前雨刷慢刮水模式", "前雨刷连续刮水模式", "前雨刷自动模式", "后雨刷"], "uplist": ["前雨刷快刮水模式", "前雨刷慢刮水模式", "前雨刷连续刮水模式", "前雨刷自动模式", "后雨刷"], "title": "需要打开前雨刷还是后雨刷"}}}

2017-07-30 08:44:11: 	{"query": "前雨刷连续刮水模式", "uid": "222"}

2017-07-30 08:44:11: 	{"semantic": {"slots": {"function": "", "position": "前", "part": "雨刮", "category": "", "operate": "关闭"}}, "text": "前雨刷连续刮水模式", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "g25.png", "method": "1、拨刮水器组合开关操纵杆至限位 2 OFF 位置，前刮水器停止刮水。
2、转动后雨刮旋钮到限位9位置，后风窗洗涤系统关闭或后刮水器停止刮水。"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-30 08:44:17: 	{"query": "怎么关闭后雨刷", "uid": "222"}

2017-07-30 08:44:17: 	{"semantic": {"slots": {"function": "", "position": "后", "part": "雨刮", "category": "", "operate": "关闭"}}, "text": "怎么关闭后雨刷", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "g25.png", "method": "转动后雨刮旋钮到限位9位置，后风窗洗涤系统关闭或后刮水器停止刮水。"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-30 08:44:23: 	{"query": "怎么用雨刷清洗后风挡", "uid": "222"}

2017-07-30 08:44:23: 	{"semantic": {"slots": {"function": "", "position": "后", "part": "雨刮", "category": "", "operate": "关闭"}}, "text": "怎么用雨刷清洗后风挡", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "g25.png", "method": "转动后雨刮旋钮到限位9位置，后风窗洗涤系统关闭或后刮水器停止刮水。"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-30 08:44:30: 	{"query": "后雨刷怎么打开", "uid": "222"}

2017-07-30 08:44:30: 	{"semantic": {"slots": {"function": "", "position": "后", "part": "雨刮", "category": "", "operate": "关闭"}}, "text": "后雨刷怎么打开", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "g25.png", "method": "转动后雨刮旋钮到限位9位置，后风窗洗涤系统关闭或后刮水器停止刮水。"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-30 08:44:36: 	{"query": "雨刮怎么调慢", "uid": "222"}

2017-07-30 08:44:36: 	{"semantic": {"slots": {"function": "", "position": "", "part": "雨刮", "category": "", "operate": "调节"}}, "text": "雨刮怎么调慢", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "g25.png", "method": "上/下转动旋钮，可调节自动刮水的灵敏度，共4级，从上往下灵敏度依次增高，对雨滴的感应逐渐灵敏。同样雨量的情况下，灵敏度越高，刮水的速度和频率也越快。"}}, "intent": "query", "sc": 0, "data": {"result": {}}}
